DataSourceKey,DataSourceName,StoredProcedureName,DataSourceType,DatabaseName,ModuleGroup,ModuleName,InputCount,OutputCount,ReadRowLimit,GlobalAllow,SelfServiceable,Description,AddDate,UpdateDate
237572,EDI_Release_Attributes_by_Container_Get (Label),EDI_Release_Attributes_by_Container_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2023-10-17T12:22:04.59Z,2023-11-14T13:30:07.223Z
236419,EDI_Sequence_Position_Identifier_by_Container_Get (Label),EDI_Sequence_Position_Identifier_by_Container_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2022-12-13T13:23:26.123Z,
236420,EDI_Sequence_Position_Identifier_by_Master_Unit_Get (Label),EDI_Sequence_Position_Identifier_by_Master_Unit_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2022-12-13T13:23:44.487Z,
236421,EDI_Sequence_Position_Identifier_Mixed_Get (Label),EDI_Sequence_Position_Identifier_Mixed_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2022-12-13T13:24:01.867Z,
19729,Element_Data_Add (Label),Element_Data_Add,Stored Procedure,Label,Shipping,Shipping Labels,11,1,1000,false,0,,2015-09-04T17:58:13.27Z,2017-01-04T15:53:11.94Z
19730,Element_Data_Delete (Label),Element_Data_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:13.323Z,
19731,Element_Data_Get (Label),Element_Data_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,14,1000,false,0,,2015-09-04T17:58:13.35Z,2017-03-16T19:33:37.713Z
19856,Element_Data_Print_Order_Validation_Get (Label),Element_Data_Print_Order_Validation_Get,Stored Procedure,Label,Shipping,Shipping Labels,2,1,1000,false,0,,2015-09-04T17:58:45.56Z,
19732,Element_Data_Update (Label),Element_Data_Update,Stored Procedure,Label,Shipping,Shipping Labels,11,0,1000,false,0,,2015-09-04T17:58:13.6Z,2016-04-14T13:52:07.423Z
19733,Element_Datas_Get (Label),Element_Datas_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,16,1000,false,0,,2015-09-04T17:58:13.667Z,2017-03-16T19:32:14.287Z
27396,Element_Datas_Print_Order_XML_Update (Label),Element_Datas_Print_Order_XML_Update,Stored Procedure,Label,Shipping,Shipping Labels,2,0,1000,false,0,,2016-03-03T20:50:50.987Z,
30732,Encoded_VAN_Date_Get (Label),Encoded_VAN_Date_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,1,1000,false,0,,2018-05-03T17:17:47.617Z,
28680,Equipment_Info_Get (Label),Equipment_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,12,1000,false,0,,2017-02-21T19:08:29.757Z,
22272,Gage_Info_Get (Label),Gage_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,35,1000,false,0,,2015-09-04T18:18:41.417Z,2018-10-01T14:23:16.067Z
22794,Generic_Label_Image_Add (Label),Generic_Label_Image_Add,Stored Procedure,Label,Shipping,Shipping Labels,2,2,1000,false,0,,2015-09-04T18:31:32.653Z,
22795,Generic_Label_Image_Delete (Label),Generic_Label_Image_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,1,1000,false,0,,2015-09-04T18:31:32.73Z,
22796,Generic_Label_Image_Get (Label),Generic_Label_Image_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,4,1000,false,0,,2015-09-04T18:31:32.783Z,
22797,Generic_Label_Image_Update (Label),Generic_Label_Image_Update,Stored Procedure,Label,Shipping,Shipping Labels,3,1,1000,false,0,,2015-09-04T18:31:32.907Z,
22798,Generic_Label_Images_Get (Label),Generic_Label_Images_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,4,1000,false,0,,2015-09-04T18:31:32.967Z,
30765,JIS_Kit_Labels_Get (Label),JIS_Kit_Labels_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,42,1000,false,0,,2018-05-17T12:50:33.053Z,2018-06-21T16:39:18.737Z
232863,JIS_Kit_Release_Info_Get (Label),JIS_Kit_Release_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,7,1000,false,0,,2020-04-14T13:16:06.75Z,2020-04-14T13:18:18.337Z
30766,JIS_Rack_Labels_Get (Label),JIS_Rack_Labels_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,17,1000,false,0,,2018-05-17T12:50:52.97Z,2019-06-10T15:43:37.503Z
232474,JIS_Rack_Labels_Get2 (Label),JIS_Rack_Labels_Get2,Stored Procedure,Label,Shipping,Shipping Labels,1,29,1000,false,0,,2020-01-15T16:32:26.92Z,2021-05-28T11:44:31.777Z
232283,JIS_Rack_Labels_Parts_Get (Label),JIS_Rack_Labels_Parts_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,3,1000,false,0,,2019-12-17T19:45:02.963Z,2019-12-17T19:55:31.6Z
232865,JIS_Rack_Release_Info_Get (Label),JIS_Rack_Release_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,8,1000,false,0,,2020-04-14T13:23:12.643Z,2020-05-28T13:42:37.677Z
30658,JIS_Release_Labels_Get (Label),JIS_Release_Labels_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,42,1000,false,0,,2018-04-09T20:51:02.597Z,2018-06-21T16:39:38.643Z
232864,JIS_Release_Release_Info_Get (Label),JIS_Release_Release_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,7,1000,false,0,,2020-04-14T13:21:55.67Z,
237162,Job_Label_VIN_Info_Get (Label),Job_Label_VIN_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,4,1000,false,0,,2023-06-13T13:59:24.173Z,
237573,Kit_Label_Info_Get (Label),Kit_Label_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,11,1000,false,0,Label data source for Kit label,2023-10-17T13:16:49.81Z,
19734,Label_Barcode_Add (Label),Label_Barcode_Add,Stored Procedure,Label,Shipping,Shipping Labels,7,1,1000,false,0,,2015-09-04T17:58:13.973Z,2016-06-14T19:11:22.493Z
19739,Label_Barcode_Attribute_Value_Add (Label),Label_Barcode_Attribute_Value_Add,Stored Procedure,Label,Shipping,Shipping Labels,2,0,1000,false,0,,2015-09-04T17:58:14.49Z,
19740,Label_Barcode_Attribute_Value_Delete (Label),Label_Barcode_Attribute_Value_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:14.52Z,
19741,Label_Barcode_Attribute_Value_Get (Label),Label_Barcode_Attribute_Value_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,3,1000,false,0,,2015-09-04T17:58:14.54Z,
19742,Label_Barcode_Attribute_Value_Update (Label),Label_Barcode_Attribute_Value_Update,Stored Procedure,Label,Shipping,Shipping Labels,3,0,1000,false,0,,2015-09-04T17:58:14.627Z,
19743,Label_Barcode_Attribute_Values_Get (Label),Label_Barcode_Attribute_Values_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,12,1000,false,0,,2015-09-04T17:58:14.657Z,
19735,Label_Barcode_Delete (Label),Label_Barcode_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:14.017Z,
19736,Label_Barcode_Get (Label),Label_Barcode_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,9,1000,false,0,,2015-09-04T17:58:14.047Z,2016-06-14T19:14:39.343Z
19737,Label_Barcode_Update (Label),Label_Barcode_Update,Stored Procedure,Label,Shipping,Shipping Labels,8,0,1000,false,0,,2015-09-04T17:58:14.223Z,2016-06-14T19:13:05.073Z
19738,Label_Barcodes_Get (Label),Label_Barcodes_Get,Stored Procedure,Label,Shipping,Shipping Labels,2,10,1000,false,0,,2015-09-04T17:58:14.26Z,
28916,Label_Designer_Datasources_Get (Label),Label_Designer_Datasources_Get,Stored Procedure,Label,Shipping,Shipping Labels,3,3,1000,false,0,,2017-05-01T19:53:39.41Z,
19744,Label_Element_Add (Label),Label_Element_Add,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2015-09-04T17:58:14.92Z,
19836,Label_Element_And_Label_Type_Get (Label),Label_Element_And_Label_Type_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,32,1000,false,0,,2015-09-04T17:58:41.67Z,2016-06-14T19:25:23.95Z
19745,Label_Element_Delete (Label),Label_Element_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:14.977Z,
19746,Label_Element_Get (Label),Label_Element_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,5,1000,false,0,,2015-09-04T17:58:15.007Z,
19747,Label_Element_Update (Label),Label_Element_Update,Stored Procedure,Label,Shipping,Shipping Labels,5,0,1000,false,0,,2015-09-04T17:58:15.143Z,
19748,Label_Elements_Get (Label),Label_Elements_Get,Stored Procedure,Label,Shipping,Shipping Labels,3,33,1000,false,0,,2015-09-04T17:58:15.18Z,
19943,Label_Format_Key_By_Plex_Label_Get (Label),Label_Format_Key_By_Plex_Label_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,1,1000,false,0,,2015-09-04T18:00:50.54Z,
13500,Label_Format_Sample_Parameters_Get (Label),Label_Format_Sample_Parameters_Get,Stored Procedure,Label,Shipping,Shipping Labels,0,19,1000,false,0,,2015-04-30T18:41:58Z,2023-10-06T14:45:03.243Z
19749,Label_Image_Add (Label),Label_Image_Add,Stored Procedure,Label,Shipping,Shipping Labels,4,0,1000,false,0,,2015-09-04T17:58:15.86Z,
19750,Label_Image_Delete (Label),Label_Image_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:15.887Z,
22807,Label_Image_Filter_Types_Get (Label),Label_Image_Filter_Types_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,2,1000,false,0,,2015-09-04T18:31:39.273Z,
22808,Label_Image_Filters_Get (Label),Label_Image_Filters_Get,Stored Procedure,Label,Shipping,Shipping Labels,2,6,1000,false,0,,2015-09-04T18:31:39.35Z,
19751,Label_Image_Get (Label),Label_Image_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,5,1000,false,0,,2015-09-04T17:58:15.913Z,
19752,Label_Image_Update (Label),Label_Image_Update,Stored Procedure,Label,Shipping,Shipping Labels,5,0,1000,false,0,,2015-09-04T17:58:16.04Z,
19753,Label_Images_Get (Label),Label_Images_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,7,1000,false,0,,2015-09-04T17:58:16.073Z,
19754,Label_Line_Add (Label),Label_Line_Add,Stored Procedure,Label,Shipping,Shipping Labels,4,0,1000,false,0,,2015-09-04T17:58:16.237Z,
19755,Label_Line_Delete (Label),Label_Line_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:16.263Z,
19756,Label_Line_Get (Label),Label_Line_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,5,1000,false,0,,2015-09-04T17:58:16.29Z,
19757,Label_Line_Update (Label),Label_Line_Update,Stored Procedure,Label,Shipping,Shipping Labels,5,0,1000,false,0,,2015-09-04T17:58:16.417Z,
19758,Label_Lines_Get (Label),Label_Lines_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,7,1000,false,0,,2015-09-04T17:58:16.447Z,
19814,Label_Text_Add (Label),Label_Text_Add,Stored Procedure,Label,Shipping,Shipping Labels,9,0,1000,false,0,,2015-09-04T17:58:38.827Z,
19815,Label_Text_Delete (Label),Label_Text_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:38.93Z,
19813,Label_Text_Get (Label),Label_Text_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,9,1000,false,0,,2015-09-04T17:58:38.573Z,
19816,Label_Text_Update (Label),Label_Text_Update,Stored Procedure,Label,Shipping,Shipping Labels,10,0,1000,false,0,,2015-09-04T17:58:38.963Z,
19817,Label_Texts_Get (Label),Label_Texts_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:39.08Z,
22330,Location_Info_Get (Label),Location_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,5,1000,false,0,,2015-09-04T18:19:02.217Z,2024-04-15T16:34:37.417Z
237043,Master_Kanban_Load_Sequence_Get (Label),Master_Kanban_Load_Sequence_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,7,1000,false,0,,2023-05-05T13:49:56.957Z,
20646,Master_Plex_Info_Get (Label),Master_Plex_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,41,1000,false,0,,2015-09-04T18:07:55.163Z,2021-05-04T14:12:26.97Z
28757,Master_Tesla_Sequence_Get (Label),Master_Tesla_Sequence_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,3,1000,false,0,,2017-03-09T18:16:15.64Z,
236533,Master_Truncated_Serial_Get (Label),Master_Truncated_Serial_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,1,1000,false,0,,2023-01-11T10:27:00.953Z,
30599,Master_Unit_Barcode_Subaru_Get (Label),Master_Unit_Barcode_Subaru_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,7,1000,false,0,,2018-03-07T22:26:54.56Z,
21337,Master_Unit_BMW_Get (Label),Master_Unit_BMW_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,5,1000,false,0,,2015-09-04T18:11:01.983Z,
23080,Master_Unit_Classes_Get (Label),Master_Unit_Classes_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2015-09-04T18:33:18.82Z,
231701,Master_Unit_Container_Info_Get (Label),Master_Unit_Container_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,6,1000,false,0,,2019-09-06T14:32:39.24Z,2019-09-06T14:40:04.713Z
28963,Master_Unit_Customer_Approval_Statuses_Get (Label),Master_Unit_Customer_Approval_Statuses_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2017-06-01T20:27:08.74Z,
28681,Master_Unit_Customer_Template_Address_Get (Label),Master_Unit_Customer_Template_Address_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,14,1000,false,0,,2017-02-21T19:08:40.163Z,2017-03-14T19:03:45.09Z
28682,Master_Unit_Direct_PO_Info_Get (Label),Master_Unit_Direct_PO_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,7,1000,false,0,,2017-02-21T19:08:51.673Z,
29339,Master_Unit_Edi_862_Refkk_Segment_Get (Label),Master_Unit_Edi_862_Refkk_Segment_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2017-12-12T20:57:43.77Z,
30641,Master_Unit_EDI_DepartmentNum_Get (Label),Master_Unit_EDI_DepartmentNum_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2018-04-03T20:26:38.03Z,
28908,Master_Unit_Edi_Release_Attributes_Get (Label),Master_Unit_Edi_Release_Attributes_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,25,1000,false,0,,2017-04-27T03:14:04.877Z,2018-05-21T18:24:48.183Z
22664,Master_Unit_Finished_By_Get (Label),Master_Unit_Finished_By_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,20,1000,false,0,,2015-09-04T18:30:55.17Z,
236422,Master_Unit_Full_Man_Segment_Get (Label),Master_Unit_Full_Man_Segment_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2022-12-13T14:42:32.863Z,2022-12-13T14:43:19.963Z
22334,Master_Unit_HVCCA_Lot_No_Get (Label),Master_Unit_HVCCA_Lot_No_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2015-09-04T18:19:03.357Z,
29149,Master_Unit_Invoice_Info_Get (Label),Master_Unit_Invoice_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2017-08-28T19:21:20.883Z,
28838,Master_Unit_Item_Owner_Inventory_Get (Label),Master_Unit_Item_Owner_Inventory_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,19,1000,false,0,,2017-03-29T13:10:44.583Z,2024-04-15T16:36:54.197Z
23069,Master_Unit_JCI_DUNs_No_Get (Label),Master_Unit_JCI_DUNs_No_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2015-09-04T18:33:16.513Z,
22051,Master_Unit_Job_Info_Get (Label),Master_Unit_Job_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,8,1000,false,0,,2015-09-04T18:17:43.297Z,
22736,Master_Unit_Kitting_Sheet_Info_Get (Label),Master_Unit_Kitting_Sheet_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,9,1000,false,0,,2015-09-04T18:31:13.743Z,
22772,Master_Unit_Lots_Get (Label),Master_Unit_Lots_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,126,1000,false,0,,2015-09-04T18:31:25.05Z,2017-02-23T21:10:45.407Z
231513,Master_Unit_Main_Item_Owner_Inventory_Get (Label),Master_Unit_Main_Item_Owner_Inventory_Get,Stored Procedure,Label,Shipping,Shipping Labels,3,19,1000,false,0,,2019-07-29T13:50:44.39Z,
22663,Master_Unit_Operation_Info_Get (Label),Master_Unit_Operation_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,17,1000,false,0,,2015-09-04T18:30:54.74Z,
234330,Master_Unit_Packs_Info_Get (Label),Master_Unit_Packs_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2021-06-02T11:57:52.31Z,2021-06-02T12:04:56.12Z
22997,Master_Unit_Part_Attribute_Values_Get (Label),Master_Unit_Part_Attribute_Values_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2015-09-04T18:32:28.257Z,
234297,Master_Unit_Part_Info_Details_Get (Label),Master_Unit_Part_Info_Details_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,50,1000,false,0,,2021-05-19T16:06:23.017Z,2021-05-19T19:28:38.517Z
20574,Master_Unit_Part_Info_Get (Label),Master_Unit_Part_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,20,1000,false,1,,2015-09-04T18:07:13.49Z,
28683,Master_Unit_Parts_And_Part_Op_Locations_Get (Label),Master_Unit_Parts_And_Part_Op_Locations_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,2,1000,false,0,,2017-02-21T19:09:02.49Z,
22322,Master_Unit_Parts_Get (Label),Master_Unit_Parts_Get,Stored Procedure,Label,Shipping,Shipping Labels,5,14,1000,false,0,,2015-09-04T18:18:59.917Z,2018-03-07T22:25:57.337Z
23124,Master_Unit_Parts_Grouped_By_Container_Quantity_Get (Label),Master_Unit_Parts_Grouped_By_Container_Quantity_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,9,1000,false,0,,2015-09-04T18:33:34.743Z,
28684,Master_Unit_Parts_With_Container_Types_Get (Label),Master_Unit_Parts_With_Container_Types_Get,Stored Procedure,Label,Shipping,Shipping Labels,5,12,1000,false,0,,2017-02-21T19:09:13.087Z,2017-03-14T19:08:16.713Z
28962,Master_Unit_Piece_Info_Get (Label),Master_Unit_Piece_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,2,1000,false,0,,2017-06-01T20:24:59.22Z,
230246,Master_Unit_Piece_Note_Info_Get (Label),Master_Unit_Piece_Note_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2018-10-25T12:28:17.753Z,2019-02-25T16:20:18.27Z
20386,Master_Unit_Pool_Info_Get (Label),Master_Unit_Pool_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,13,1000,false,0,,2015-09-04T18:05:51.513Z,
29148,Master_Unit_Print_Info_By_Master_Unit_No_Get (Label),Master_Unit_Print_Info_By_Master_Unit_No_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,357,1000,false,0,,2017-08-28T18:57:09.587Z,2025-09-23T08:40:25.553Z
20385,Master_Unit_Print_Info_Get (Label),Master_Unit_Print_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,357,1000,false,0,,2015-09-04T18:05:45.837Z,2025-12-16T04:29:35.753Z
22855,Master_Unit_Quantities_By_PO_And_Part_Get (Label),Master_Unit_Quantities_By_PO_And_Part_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,4,1000,false,0,,2015-09-04T18:31:47.12Z,
230069,Master_Unit_Receive_Info_Get (Label),Master_Unit_Receive_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,4,1000,false,0,,2018-08-10T14:39:59.27Z,
233753,Master_Unit_Release_Due_Dates_Get (Label),Master_Unit_Release_Due_Dates_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,4,1000,false,0,,2020-12-15T11:02:19.987Z,
28928,Master_Unit_Serial_List_Get (Label),Master_Unit_Serial_List_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,4,1000,false,0,,2017-05-12T17:52:28.023Z,2021-03-01T10:42:43.433Z
28685,Master_Unit_Shipper_Line_Sequences_Get (Label),Master_Unit_Shipper_Line_Sequences_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,13,1000,false,0,,2017-02-21T19:09:25.223Z,2026-07-21T10:12:51.26Z
235265,Master_Unit_SSCC_Info_Get (Label),Master_Unit_SSCC_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2022-02-08T16:10:14.3Z,
236046,Master_Unit_Total_Containers_Get (Label),Master_Unit_Total_Containers_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2022-08-24T05:59:28.617Z,
235266,Master_Unit_Type_Dimension_Get (Label),Master_Unit_Type_Dimension_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2022-02-08T16:10:45.827Z,
238928,Master_Unit_UCC_Customer_Supplier_Code_Get (Label),Master_Unit_UCC_Customer_Supplier_Code_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,9,1000,false,0,,2025-04-30T13:22:27.093Z,2025-04-30T13:22:53.97Z
20584,Master_Unit_UCC_Info_Get (Label),Master_Unit_UCC_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,9,1000,false,0,,2015-09-04T18:07:16.827Z,2023-02-22T15:04:27.17Z
22039,Master_Unit_Unit_Of_Units_And_Containers_By_Shipper_Get (Label),Master_Unit_Unit_Of_Units_And_Containers_By_Shipper_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,2,1000,false,0,,2015-09-04T18:17:41.17Z,
21662,Master_Unit_Unit_Of_Units_By_Container_Job_Get (Label),Master_Unit_Unit_Of_Units_By_Container_Job_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2015-09-04T18:12:10.86Z,
21676,Master_Unit_Unit_Of_Units_By_Shipper_Get (Label),Master_Unit_Unit_Of_Units_By_Shipper_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2015-09-04T18:12:15.313Z,
22041,Master_Unit_Weight_Info_By_Shipper_Get (Label),Master_Unit_Weight_Info_By_Shipper_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,4,1000,false,0,,2015-09-04T18:17:41.393Z,
21712,Master_Unit_Weight_Info_Get (Label),Master_Unit_Weight_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,12,1000,false,0,,2015-09-04T18:16:25.783Z,
233900,Mixed_Load_Child_Masters_Get (Label),Mixed_Load_Child_Masters_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,19,1000,false,0,,2021-02-01T11:25:56.323Z,2021-02-01T11:26:11.803Z
29427,Mixed_Load_Item_Owner_Inventory_Container_Get (Label),Mixed_Load_Item_Owner_Inventory_Container_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,4,1000,false,0,,2018-01-24T14:07:22.553Z,
29428,Mixed_Load_Item_Owner_Inventory_Get (Label),Mixed_Load_Item_Owner_Inventory_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,4,1000,false,0,,2018-01-24T14:08:02.53Z,
236534,Mixed_Truncated_Serial_Get (Label),Mixed_Truncated_Serial_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,1,1000,false,0,,2023-01-11T10:30:34.757Z,
28915,Next_Job_Operation_Due_Date_Get (Label),Next_Job_Operation_Due_Date_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,8,1000,false,0,,2017-05-01T13:30:06.267Z,
28755,Paint_Part_Info_Get (Label),Paint_Part_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,2,1000,false,0,,2017-03-09T18:15:25.9Z,
235714,Part_Converted_Quantity_By_Container_Get (Label),Part_Converted_Quantity_By_Container_Get,Stored Procedure,Label,Shipping,Shipping Labels,4,2,1000,false,0,,2022-05-31T13:15:14.68Z,
19759,Plex_Label_Add (Label),Plex_Label_Add,Stored Procedure,Label,Shipping,Shipping Labels,10,2,1000,false,0,,2015-09-04T17:58:16.617Z,
21696,Plex_Label_Copy (Label),Plex_Label_Copy,Stored Procedure,Label,Shipping,Shipping Labels,4,1,1000,false,0,,2015-09-04T18:12:20.913Z,
19760,Plex_Label_Delete (Label),Plex_Label_Delete,Stored Procedure,Label,Shipping,Shipping Labels,1,0,1000,false,0,,2015-09-04T17:58:16.7Z,
19761,Plex_Label_Get (Label),Plex_Label_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,14,1000,false,0,,2015-09-04T17:58:16.723Z,
23840,Plex_Label_Structure_Get (Label),Plex_Label_Structure_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,11,1000,false,0,,2015-10-06T08:46:13.753Z,
19762,Plex_Label_Update (Label),Plex_Label_Update,Stored Procedure,Label,Shipping,Shipping Labels,11,0,1000,false,0,,2015-09-04T17:58:17.01Z,
19763,Plex_Labels_Get (Label),Plex_Labels_Get,Stored Procedure,Label,Shipping,Shipping Labels,5,12,1000,false,0,,2015-09-04T17:58:17.053Z,2015-09-28T14:48:50.303Z
19837,Plex_Labels_Picker_Get (Label),Plex_Labels_Picker_Get,Stored Procedure,Label,Shipping,Shipping Labels,2,2,1000,false,0,,2015-09-04T17:58:42.32Z,
28686,Problem_Info_Get (Label),Problem_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,2,25,1000,false,0,,2017-02-21T19:09:35.963Z,
19864,Rotations_Get (Label),Rotations_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,1,1000,false,0,,2015-09-04T17:59:04.577Z,
22393,Scrap_Get (Label),Scrap_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,33,1000,false,0,,2015-09-04T18:24:19.973Z,2024-04-15T17:56:01.21Z
22770,Scrap_Lot_Info_Get (Label),Scrap_Lot_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,123,1000,false,0,,2015-09-04T18:31:19.55Z,2017-02-24T17:27:33.967Z
22854,Scrap_Source_Containers_Get (Label),Scrap_Source_Containers_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,2,1000,false,0,,2015-09-04T18:31:47.023Z,
22884,Scrap_Workcenter_Get (Label),Scrap_Workcenter_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,4,1000,false,0,,2015-09-04T18:31:53.27Z,
20460,Sessiondb (Label),Sessiondb,Stored Procedure,Label,Shipping,Shipping Labels,4,3,1000,false,0,,2015-09-04T18:06:23.163Z,
22061,Shipper_Info_Get (Label),Shipper_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,104,1000,false,0,,2015-09-04T18:17:47.113Z,2022-07-13T17:10:30.763Z
28687,Shipper_Packing_List_Info_Get (Label),Shipper_Packing_List_Info_Get,Stored Procedure,Label,Shipping,Shipping Labels,1,35,1000,false,0,,2017-02-21T19:09:48.4Z,2024-04-15T17:48:53.063Z
